record_index,image_name,provenance_file,original_provenance_sha256,original_image_sha256,tampered_image_sha256,image_byte_offset,image_byte_before,image_byte_after,original_label,tampered_label,original_quality,tampered_quality,original_identifier,tampered_identifier,label_tampered_provenance_sha256,quality_tampered_provenance_sha256,identifier_tampered_provenance_sha256
44,17_5.jpg,17_5.provenance.json,ca7d8cc3baf4760a9a04572b264fed376a9e60c54299a07068bbecbdc036d32a,9e9fccc421ed19215d7d60065f3dc59831578da62eae12de0d53c03246e40a54,1e4f1d031b588314855c5a9f6ba2f763133846100a31c8e3ac8168cacef486f3,73814,82,83,GON+,GON-,7.11,7.12,17_5.jpg,tampered_17_5.jpg,368efda058f36ba9680bb8c0093f9db75580e1a23c7e0c58cb860ca3000404d1,b4aa7b4018a2d179ab747909d9c1b5a066f1f12b2ed73b41f5435fff4129a177,d29455ac3999356c93620ff7c4ce005a31c0b8610dff37bb70a5899dcdb2049b
45,18_0.jpg,18_0.provenance.json,fc4abf760d02e46cdf9fc51aab5776105009f9c76a13275c2e73e7ee2d5cb264,1e05a49dba806e31d95066f045746e73f977ef35812f8e0627e8f5360918d673,77eaba080b485d06bea538774f5e8895b12c60e58434a3341297bb37dee2f970,67359,54,55,GON+,GON-,6.75,6.76,18_0.jpg,tampered_18_0.jpg,b8c837175b27ad1e6d0293fe01ee10cddfafc460ad9e45926ce4be4f5f8f5002,121097a698e80b2839e4b012d7ea7f41a81f4c6e616452d3d328657758688aed,a99b31c683af94465699946f4e81728ec95e1893f629e90a1a0e75201fdc5cc0
46,18_1.jpg,18_1.provenance.json,0218ec113894fedd74be5f492c7129e2126dfbaae689db998caab545a82aecc8,f74c89f9e93069d8f8d06073ba350613ca9ec47fdb4526b332a4dd3c3401feda,1a4e6478b4e4a7ab89ae245c8d0f2eb900f1196fc71d89a399571443bc7ba151,67890,57,56,GON+,GON-,6.29,6.30,18_1.jpg,tampered_18_1.jpg,bb922a8d39134842a762ef4109228ac03f0ac229f81bb8cafab9a3e3174113c6,73f5db9bf4ff3e5c19e2cfd0297b4ea977782256d8d2d6e05d8b654aaea8fa0e,163bd73a6a618aeacaa52828522e94fe8074e641c5a63a94fb72445300d67391
47,18_2.jpg,18_2.provenance.json,7ed3601d50e60d1de0ae5c83300a089a2ff18b304acd3ba7a359a61ca9d22d12,f2b965c28bbc44299d51fc0dfc61d6297ae17f66e90a1395fcd86c312a552301,2d64334d9d15ee532a1544dbdc1bacbb1994b01eff10027fb41167a0b014b322,73807,225,224,GON+,GON-,6.64,6.65,18_2.jpg,tampered_18_2.jpg,b8e4ff588d27951f644125d9b1181ff88bfb6641ad999edfe37950156bf298c3,6cc89e8486181fd2d803aa3d5edbce1c93cf43c71a9fc9d2b61bde97c7fb0fba,513212131ab67799f6f05f415c386d32c931613872689cdb69256edb09b8fea6
48,18_3.jpg,18_3.provenance.json,e522177588a1476c378b146ec9b9de64903eb414a99036bc690a1eb95dd6bd2c,4eaae9d45cfd3ad44f2ac28b3fd30069e98a7b842ec1d884d0c992797f24ff49,2cecad18adcfc605810a34f07d12ae2694af72319853dd37a029b3b1f30d1f37,62548,82,83,GON+,GON-,5.00,5.01,18_3.jpg,tampered_18_3.jpg,4cfdff11e38e2d122e2756517255f8a842161ef36c443a5f721d6bec0a5643f9,8c48158c138375ee6a5416ad4f09ff8269d2b1dece4132782b501dab64aaf8e8,f9ff891370ad14352fc80f991cea731c9da40e46d9d311d8bfbd77f17e4e34df
49,18_4.jpg,18_4.provenance.json,999772a33f3eb6409825ac0eabd8241418570867765ece653fad5b4efc0ef522,ca584839f155d08246f3d7e3e7dbd614049ac6465a91bb29f46871b233f632d4,ad2c6f3ed471f0536bd24a25d2245cf422c2bd529b6cf23ad96b91b9ef4c3f36,66399,127,126,GON+,GON-,6.54,6.55,18_4.jpg,tampered_18_4.jpg,87dfa3a5e1d0cc5a4d20f0b249b812e7a8d05402b2a619d152a2dd2ad3bd8c9b,1d3cedf77229f52203e13f1f8984cca399abb1c11309c7439c1af7538af6e17f,665ce1338bbe6ef6c35f13cf8085708f95dc4eb1b6fb4af1957470f7519bc3a5
50,19_0.jpg,19_0.provenance.json,35480cb14a125b93daa5bf4025504f504c59e99e0aea9af92faf30e5b786a49c,4ace15faa85e2c02fc7b7596d38dda66e6f8182bfcb74e7a15f7522745e5e7d5,131f31dd64b3f8f3183f2be8c99a824ad315b085e7b1217c4bb22612134e2186,62225,14,15,GON+,GON-,5.16,5.17,19_0.jpg,tampered_19_0.jpg,e4b056664529df7b46287a57525f237bedfba4a458a531ef6d9f22fbb1438ff1,241175d0c2ca9482c92f7030165ae5f42eca4565f8665f753c504752e9dc1052,3170931ff613f64af6afe8c965cc626b9173f79ee02f4a837d6e08c7a8bdeeb9
51,20_0.jpg,20_0.provenance.json,75067708118b44ef6238006a2b6dc8cc943616432aff3224beabecc4ff40d915,b95e36b6260bade192f180f5fcaa84a28e933878df12865b2cf075e65d201f9c,f1eb88f3ddfa442550c9d1ff63962bb36df795534f5b0600f84e3ec137a31a5f,66756,157,156,GON+,GON-,3.85,3.86,20_0.jpg,tampered_20_0.jpg,3e093f8852d43f18e2631ee3cc34f530b3266aaaa17b879380464ce9b1be842f,743ecf30b995784a1603164cb344dc86f44d84c8aedcb04dcc01aae52de2793c,5cb649ac14e255e17f766ed77de2b1cb30b0e05287ecbfda4cdd5bd7432144ee
52,20_1.jpg,20_1.provenance.json,5903e3fb84d891c971d9c1e971d6ba34f640e781e853dfc63975bd93bd9f8134,62038bc4e9a03ccefeba5704826dd8dc77607df602b7254312f49aeb660f659f,93b18bc314baca48aa8e33c447930cf87c442e0aabc981840af7e5212428c200,63456,105,104,GON+,GON-,6.21,6.22,20_1.jpg,tampered_20_1.jpg,4b5640eac92f685872d78ce4c81027822fbb66fc0dedb349ebfc2e10c7f4637f,0a6e6f78b5ee25a3d563d139d243667ee92d8647a39c3e515ba229f2a9ffc79f,0ac74ea73067b8f643938ee543a03a240136197371fc254b9788676583af54b3
53,21_0.jpg,21_0.provenance.json,dc4ab3addb90bcb8784fc0a5b533643b185aeeb020022dba828d099cd1669755,c9f6245d415535ec3c90e5a7ec01948eca514f79eaf54d46f39d2e898be009fd,5275a7ce6d25186c2664a3c1c542643b5b3858581c220a836b67400ccf43e624,59654,2,3,GON+,GON-,6.55,6.56,21_0.jpg,tampered_21_0.jpg,755f07f5854880717b3af5c0d2ba666a742b738be6f696595c8da0316c167d4f,7405f8fd2cae9ed9ba26c301a2771d05118943d9eb933444fabd40f6c90c3e96,734f7de702c6ae7fb1c1e1a02ba9aade3ddf42ac21d8758baba337478239503c
54,21_1.jpg,21_1.provenance.json,9cc0c1a1dacabf12ea2981c2967cfbcbbd6b7354a52a1b4f3579f8bca3b6c174,db6577bee982bb91aee5dc31be6ff8a89be7c2a1b401a7665ea784533f635bdc,61590215ab3772722a56596454a276ac8ed0d623334412148bd394e3934d5f28,64524,169,168,GON+,GON-,6.53,6.54,21_1.jpg,tampered_21_1.jpg,9210a0db85477c4cf6bf6deca15db8c1861f7fa0c578cf7133c1ed8c098ecfda,940e01510647171bc0f01a037d1fc7a853183868916251b337997ad48669754b,3fa9cc369aa2c399e9aa05d765d4dabffe2a248e8b286d5e096538d85518ce07
55,22_0.jpg,22_0.provenance.json,db6935a337a202136524abb7c3f70f19a5242558ead6b473ad6f96f3932527ed,8a9b30cf45afd95d191073cbbbeaba2f2cf9c77abcc044764f49801490d1f374,db1406802d9dfe7ca643239515c2ff95812e2cd50121a172dffa623cca4ef6aa,76889,1,0,GON+,GON-,6.89,6.90,22_0.jpg,tampered_22_0.jpg,30a8dec424b67cba100cb5042a5417531724b832a0152f25aaf5ff4e2aefa55e,cd7a35664f7ae952b5fe817b385475e1955b883464e316d471bf783092afcbcb,aaa50c44d8e60d0ca93f8d7f5ad73a2ffcfb9da82398399e153622fa8a2d5967
56,22_1.jpg,22_1.provenance.json,e4d9ae39656b986aded9fa879f250886267f547bf4b55c2450ddd8e68d6a145c,c823ea27ecaa9c5b82145c1ab366173af1cbd1e0640df2271c79c383670b6ac7,f4c82888eb7889a5787494a1d648bca5f83e37518ff763690c831e7f61186625,78218,43,42,GON+,GON-,7.13,7.14,22_1.jpg,tampered_22_1.jpg,416a722f47b283e43ee777f1c7073093e94f47a677eeebfe8377c53acd830a0e,186251eff59d0e409f5b25aa82f62efa9f0b371bee64e1b229f9ecc070a27502,910d34f9b7c0dbc754fb4a06fdab3592915c13aec32353ee992dd5b4d9b998a9
57,23_0.jpg,23_0.provenance.json,59e9cbb71dc955ab319d0bc4980864c0a4f41cc3589761fdf916d062fa810dbe,d16a428195192295c94b9654f268b1ad43d04b1e30cc4aa8564300a5b35ac726,f52c6e03933fc8114a292ffd6dbeb309103335b256a8a17920c5e467ae9d063b,74688,196,197,GON+,GON-,6.63,6.64,23_0.jpg,tampered_23_0.jpg,b12a229588345b5348789b51607e2e71b7dedf15a67e7a27d46d919c16ccb824,b1a65cc028031022a28f3a92cb9ee995813df244366c468c2b2631ddd92a3241,a2d81b70193542ef4d2576a10295aafb5aba893abd5da385bf0ad2df6a73ad7b
58,23_1.jpg,23_1.provenance.json,09c550d62bab740bece89f318c00d7e6f8cb9556207a441b44386a56d337d981,743a595044343d2924efec186745c0ef0fda6c38b4e3c5294992463c13eafa69,ecdac746c738bc83f7340abe8569251f6f2c73ba0558bca38e64f0ca1ee416c8,72694,66,67,GON+,GON-,6.67,6.68,23_1.jpg,tampered_23_1.jpg,5a781e29bcaec4e5f8a23ac04e277890c8446d561f82316a6101f132405c2a63,b7885e76870d77622d9ddc2ec34885e85a29e8a7cd54e2d10b0b2ec39523ae93,8daf9b4fe8acd6ca2e553872c93af8b12da6577e321583e6f6ace0d297abcccc
59,24_0.jpg,24_0.provenance.json,cdb0db0aa0d633aa6ba0abb12fb8937a8b1575406cb16b4a7601d5649f78c89f,e8936a28c66e2b20cf9ca716dc90881a1178738a0dc73528e623b63cfd6b423b,a4b69dc5a7c3550075df55a61defccd2b19840ae9f300912b804d5f31f796364,67855,160,161,GON+,GON-,6.04,6.05,24_0.jpg,tampered_24_0.jpg,e0e437f61daada2064211bc968cd1f37262a1ad6a9999d75537dd911e68c4e13,ba4c1bd8b90f3f9c1a982cb7d4adf9af7a49600d652e1bdd4d9f0b72628da93d,efa15d15298731e11769e78ce33af4314f7f0a38f74f597d99ef1f3486c63363
60,25_0.jpg,25_0.provenance.json,8ba8086b1ef12168bfcfee0ec506e9bd5928af66f5779eaf8b1b0417f91577f8,1b4242f72544a685e1ac5bf5200f5edf8645156625a85929a019c97d0ee40a60,02be6d49fe4c4da4727a843b0466dcb33cb1e851e3e5694c2ffc72571f0da39f,64221,105,104,GON+,GON-,5.40,5.41,25_0.jpg,tampered_25_0.jpg,a113176e69adc11621e634f0d2631732891bc24856072e951c65806fd54bfbc0,59f4fb84f3966cd73388613beae9add200e127862903ab19f654572a267e3287,8ebd3ef995f7ddcd270ac2e7802653dc65bcce416d24ece31d316e42e8955c1a
61,25_1.jpg,25_1.provenance.json,6764ed3a010e67488c0fa56cadcc7fd273c5c82d935b52475d1349feac210cb4,e544afa144332d0628a64a4ef8117cf06a6a90193b8806e59581d3aac453eb25,e85e03cc28b72bb9d80f3c7a07738387a0d83f60b8d96462eecf5dce4c0ad266,68609,86,87,GON+,GON-,5.72,5.73,25_1.jpg,tampered_25_1.jpg,47e07cec2e21631bb54a840ba45518a6daca870f83735959dd0e2aabd1163b05,8f25e56480d51ebc55a9ba89df0a1e86cad36fb8c189b1ff2632d493b2236740,3b436bf4a050380210ea581e9257b17a54275f39f3faf8fcf06612a6bfb4b370
62,26_0.jpg,26_0.provenance.json,7bf172416389cb67db92deb9d88698c6d008a58c687fb2ff06557eb6840f95d2,573512225e1aa3b40b444e607df3f76cb14b504293324720765f56d932791af8,df991d1b9ca241f0463ba3ceeb6278055b33e67abf746bd7a3e88dd456afafae,58969,41,40,GON+,GON-,6.49,6.50,26_0.jpg,tampered_26_0.jpg,eb40dea6b3f7b7beac27e8027e2c79eb6538771921efbcfe066257089e1a4837,e8d41fe52f7c45592ce24beab714a4677910e7b98a88e9ab38744680788351a1,79c3b851af6e4dc9cfb0954da5a6fb1b02a2df4dc65861422b3232415458d791
63,26_1.jpg,26_1.provenance.json,55f79296190e2b7d96bbe49e54f7987059f1bb94d86c6bf06becd110cb4f1064,b0c8d788fed1efab03e2dcf04184d3e9b8863f3274e42a6139f38e4f7f8a6eb9,16928415ab6b546ecfebcd80ea6c15b94fc7b34554a7fb67e4d59deba465535b,58116,106,107,GON+,GON-,6.96,6.97,26_1.jpg,tampered_26_1.jpg,dbf7128b57606b59058059b1a059b302c50fd031e7f3924e505a8a9ab3c31511,610b5638f749e1ab97cb516e96ce6550efa241fc67e06e2d72fadc37c4c90005,58d48cff6afd6bffc96ee265474894e410b976c906c78f2c647e0d10bca87081
64,27_0.jpg,27_0.provenance.json,9d5e0e1f1a847c4f83c10d92d1a6126405297c70d449f3976750e5979fbfb1a2,3a61cd8a4bf1616a75927b567ee749bdb4f5e7d422a3c7e276cac4996e63ff77,6259703fbbac0ebf25b7217072813ebacbe9ebb7c3e697a75abd36db3d9987c8,69066,14,15,GON+,GON-,5.35,5.36,27_0.jpg,tampered_27_0.jpg,f84b8fef5f7d98c5e625e6a7dbe28f9ae09758800dee9c33d623434fa4fa275b,6849aa0fc32da7656f9abe85e4fbd90701553f415a59afb4c1a27f00acc8e6e7,32eda345696462cc811a681f9ef9a3ac2287c57558da877780757b3fefa4310c
65,27_1.jpg,27_1.provenance.json,fa898b4a3d4ed71a762422fb86841a64edf3feb333af2c99a2ab6e50c5d7e164,c799432d594de5ef70c37c9a41ef3f9d96803d75b891b2a5be5f25fabc93108c,2064127687c0e043f712466675b0e2ff2615ab86b7b6f44b2a30c3ad1ef5c745,62474,52,53,GON+,GON-,6.44,6.45,27_1.jpg,tampered_27_1.jpg,79ba367c636fb1c6926dbe36663f423bb9b4cf08bfe3c11d1a93211407bdb359,fa74e0b262e1522f227788b435eee76ddbcd7c9d7b242d07ea118dbbb52ef06d,6e15a0bc889ad01688f60a447eed6d9ad7644e46c782f44de3ca0b040cea6dff
66,28_0.jpg,28_0.provenance.json,8ec6a7ad444d5ffaf62eb15c3957213818bb7c6ec283f7b352deec328ef142e5,ddf89739455e8989c24c0af65f7a6eceba5e2f9298fd0f4ed5091d344ce34e36,0f1c18bdd4d4e9395ba77f4bb0dca9b142096495c5ee1e256b3f8478594c5460,62660,38,39,GON+,GON-,5.93,5.94,28_0.jpg,tampered_28_0.jpg,eeaba9c344167c12a677fc57ccf0212abc11ca07d9893aa868b9d044bd64c606,ee91dff93f26f2bcade4531654321e74aff55144498231d06f79fb48a44c2993,8d03367819fdf26b36c546a25cc39349565e44257a4a4b16748bd5b741a3a45d
67,28_1.jpg,28_1.provenance.json,90c2c030df1ab05a1b40faa22a5130677b4a80ba5f23b92095bed2966ea9609b,305ad1b27ae7f8bc370899534866a8571de26daac551565dc6828c872ca76a26,61f67c22c69afeb2f54f186c5246869c089d5882c23e3e44a38ebc323b40a42b,60051,162,163,GON+,GON-,6.84,6.85,28_1.jpg,tampered_28_1.jpg,497ad9d431a35001a5d954c04708a67db59dcc923c96504bd378eb41168c8026,95c1fe5a46f7572e261b0b4cace8937924d89407b54a112fdb8291a4e601e6a5,4b022e5948d1d10a12c3e70ef55b70bdf2d5412cf0f91a35036146578661297f
68,28_2.jpg,28_2.provenance.json,0175018c382f9d52155eb673c57f79513f983958695d758584344891e0969bc7,b08d2201d017ea26baf9f20418042a5c7b65a2578938e5fd137885d3f1bea10a,0ada5498b96e657dcc055db814663a4856be1cfed6e686da1e53fa377f2c8aa8,76504,8,9,GON+,GON-,7.08,7.09,28_2.jpg,tampered_28_2.jpg,b7bc1b60121329f61d89407cf1f5e6ba62e2f504b2309f171db9c1c9d950ae5c,535da30d0bf792689e2704382ad5d2dccca4b35a2e2af1d70e24be92a2f1dec0,401b5b5730a069971406eb2ee1b70fbcb672417bdfa456f59571fa62e5d98d8f
69,28_3.jpg,28_3.provenance.json,38d42c503b57853bc5bd32203f59a7c9b917c37b4052953791d6e6d8d65132a8,7d8d500ffd14191048f77048341f1cffdc0518b2f834ec74831680418319b605,61b5ed7f2305c8fcbe2d9cea3e4b453b2cc056cf97d963a16e2ff2880ab94bbc,63509,21,20,GON+,GON-,6.90,6.91,28_3.jpg,tampered_28_3.jpg,485271af692eea25e1d38811e9b74b7b5eedd81681b05fd3c06f6be2cb777e03,fc91de10915c2a1ea789f687b3da1ec8d06a7e92bf6343f85b67acea92ec84b1,25a0059d5d38246dd4058bb09d33b1bdb56ab93b39284114ecad1802a19e0889
70,29_0.jpg,29_0.provenance.json,5089ddd9d221e02cfe44e7c7168515624d27767ef8d6bd1c5b511975b11d7fda,3ab98cbf4c9ca181000d8fcbcf3462161289d8a90ae1092849cc5d9269eda665,b0a37017a6447f629b2ea5ddcd2c6d86b2e1441dd4e76b9db1b7a379ac86ee8e,54917,158,159,GON+,GON-,5.22,5.23,29_0.jpg,tampered_29_0.jpg,6e9a713d383d26fa1e5ebc08ea29ea1312e0edc9420720dd01ef5301b4b8635a,cb2ebbafef3b95311b987d219070cefc66437a45ce12a506f4ae9e80a7b02824,bf8ae92a670ed860d309bdb0bf7522ce5baeddfc2cfd451639288bfa2861ec94
71,29_1.jpg,29_1.provenance.json,471e18c9e6ce66a5295494c02d2cefeb29d02df112a13af35c787b1635649801,eca7d3ed848859041d4e6f9ca41515c6440013aecc172db6a2074195d7e4c1c2,9b6bdca340a36e302d1a9d14edea2be6a3a69935f17ac17aec10adf60ead188f,60760,222,223,GON+,GON-,4.68,4.69,29_1.jpg,tampered_29_1.jpg,c066a15de57a01b0490a191f11d8326af8fcfd69c08af5dbaf3907855879e4c4,a026dcc571216fbdfda30c089c4a3a6216900240751ff52379ae52d9c38ac63c,a10f9126c036b1cf6f4fcf3063b13612cfa5ca651300b3f1928d94f6d9292daa
72,29_2.jpg,29_2.provenance.json,94785783a02b5d62b70b3c92e6454424e82d47a75b4706114a6c372950e0e9d4,d64b145314f9239da1df87046637eb33a0e6539ff8823632dff4c9bcd8ca9de4,88f3e0a73e1647e3c0f43182eefba72f44fe7133713976190030a592616a8060,61147,140,141,GON+,GON-,5.10,5.11,29_2.jpg,tampered_29_2.jpg,45427c3b6542362d2d8502f00591a34c305809c36b62f71f60cb4bd1ac1a3ec5,5a7212b7416b76006a8d91796d2940959b0de79c798aedf81f707a6c1b560302,cca7151eeb310d0d279404f882dfba9f78610654b95961c557a544e16b6cbad5
73,30_0.jpg,30_0.provenance.json,8903c807319126cfbfb0fe64081b01956231c7a63fc0e1f890de3066ff7eaeed,00461efc205d89ecaabb236a8e91f30e30fc4ed53a42f8f9011d70edaabda2c0,5edd703937f28f3cb35170370723bd7ed897cdb36b7e96faf9ff127b8246090f,75751,134,135,GON+,GON-,5.41,5.42,30_0.jpg,tampered_30_0.jpg,bc67a32c514f6770f23902526a3d8e4966b80a79e4042ff51c46b40637af522d,eeede116438d13f252a27d80f25283bf3c6279e9236508c096186186a5e4e4a3,da41553083840e01c3591e3aeb1b15554a80a853c3719d2f47ce964dcaa252b5
74,31_0.jpg,31_0.provenance.json,d94548f596664cf07230af2d917374d9aca082152d514ec6f1b9f58fe314b455,4ce4e0faa98372523b8a039a86a2ccfabfb12545af354df5da7222170b11b840,e21e81b49820f9142ac44594150650be791154b0d99325bc1d52e8800b939978,67386,75,74,GON+,GON-,5.60,5.61,31_0.jpg,tampered_31_0.jpg,4407eb9e3a05ac5948808102273ffb14eac887a141c285e0100f84df71d81918,110cb74f00adc14f40aefe0ec92f5ec248c5b299556a6313a85e2df413e43476,4ff6352f8511ee4540968d0ef34c847f827140afd38c2d206d96541ce9f63c8c
75,31_1.jpg,31_1.provenance.json,17bad5b6c83ef177544c518e307f7fd834f2f2bb64685e7459412148b214d31b,0ed279d116b27b54b85b537090083e60ac8c68551b8886b882614f4b1d305ac9,9087f30c68aadbad410ff403ef233108ca14aa5d1c2b23ca97ee86927b4a6b19,66516,148,149,GON+,GON-,6.66,6.67,31_1.jpg,tampered_31_1.jpg,4ab9e3fee92f5597dac9b8fea6c1b9d81c5bdecbf3627a0e6f703640eab9b1f5,af02110fbd047900ddab04cca8a8b6c7623d03ba5a6e6545707f666b1211c93c,1ac19968c5ece430460bf3d5d25088659851cfefa3f97a9bc290e472edbe7d11
76,31_2.jpg,31_2.provenance.json,4574e54d1f19d94dca6e7b314257e7a257dd2bdf945c121cfa597b3597d20c31,52a614b1782b3db246309dd64ebefed25fdf53f29f31dc2998d017447e0ce497,c691a47e6fc28d19a59c1f6cdd90701ef9cf44f67817dd246cdc0eddd76a8c2e,73115,96,97,GON+,GON-,4.14,4.15,31_2.jpg,tampered_31_2.jpg,cee2914232c0c0d17b997d513895bd362296144f5f64f1b76ebfac20d052ee31,45e08682974177a1e7931f9f30eb8a87874f5c3cb34bf64511321b19420c3909,4102a7b120802d0e052fa4ead10d3d26991356532eb52cf46f2896bad71fe2a8
77,31_3.jpg,31_3.provenance.json,5cb5fd39fd148da946fced942ffa8505b1b477579243d029ce62032dea1d3378,4e912315fae99df95b3027145031cf321c89a537d87482aab7e2508f88307408,71003bd5cfaf8ccddc5763a0f4bc08981c705962e5a00e6c54e557ea6b6cd53d,68657,162,163,GON+,GON-,5.03,5.04,31_3.jpg,tampered_31_3.jpg,5209698f88d96ae47c85ae1cd0d61a8a2eebe204a3398552933e589ce701cb18,70f218c18da88716b07da1996576e9777282dd45203b2b4cb0460b3017b847f3,b3533897cd10308cae70f602ce069160f41f18f896c9bc347131644070a1c263
78,31_4.jpg,31_4.provenance.json,faeeb0fb4123c28574645c9f5a258ce3df329d1ea9ad212a59793e24ea9b1711,cd6b6724a4db542f634f91ee4c39459f66fac4488b66c992cf61ddee385e3880,dd07076bbb92d7bb49ad7fca9ed838c0b9964c852064369223e301012d66064b,58792,138,139,GON+,GON-,6.20,6.21,31_4.jpg,tampered_31_4.jpg,6f7066ec0f6ad3b24c21b8b5dfc5adc7e96b295597540142354f4f9e24549b0b,2d8823aa209e3b4436514cc195ca2b73f6a989043c793faf96f2d99405240f8a,9e26756724fe34c6060093184dddc44772f3a5a6b4de5499d8f8df91b4d8661d
79,31_5.jpg,31_5.provenance.json,ffc9713e61a063f4e4d5ca5849da4da74c4ac4e8580c9cdc81e74d6783cd4d18,949db5208734a2e5f07209abec9875409346f10ded68ada8ed95e43eba462a02,857dcd2b82b27d1bcade2913481724ac85ad0986ad8b7e39bcb5e9021397bb07,78011,159,158,GON+,GON-,4.37,4.38,31_5.jpg,tampered_31_5.jpg,107cb8fad2077a4506e544364322cf1c0b880bdd2c26e9e79d94d5556708ce57,b4ad78a699be694e3700afeb6905536829a4e0bf43bd8fc96f194b5a7645ff98,3364a35cae6f134dbf782f658be709d93230d84872ce64c388460ca42b9d9a7d
80,31_6.jpg,31_6.provenance.json,e7fa4625d67894abeabb2a5fe49931db83c38f1bb621407a613b3332a1fb6ae2,1b6847bd21318a0473573541df9e6f509835b92a0b131d03f6047d4d4e10a900,4d8e689fd76f0b8e79fe0d20d2a4da654f01210ecf00474b43edbcd166643421,75544,151,150,GON+,GON-,4.25,4.26,31_6.jpg,tampered_31_6.jpg,658b95b5c6439c7115cfce02c63ae73891b5a5745a12a1dc1b2041de0f98cd0a,2b2cb3c68f859a7f9672065a8273df07799b9ba08afc4f8b278aa5235e4382a7,445ca024861fb4426d37b00e7c4e8bedd7b3a1e640d476175c8fb2caf4d24a00
81,32_0.jpg,32_0.provenance.json,e80fec84ac378bee7c08d56b7fdf451183caefb65184050d906e8c5aa201f514,c3c5d71684f996584a9d59c400f20e75edd0def99a8ae0ba92475e234eefcb0d,fa2534ff7987afe9944f3a98ad56531483ba7eb5164e75e639ea90bf692125b0,63890,65,64,GON+,GON-,6.58,6.59,32_0.jpg,tampered_32_0.jpg,42ca2d3d82f2b1e4ae1f68dc5d5d87aa6744b50bfa78169c105985677b791dd7,054cf0ca126b7f4222241acadbfad62b90bfad430e194c4d50e05b7e401bd459,8fc2756b9174fd446ab0e4ca653ae0308d8dc8295fdb953091a9c4e2a393679a
82,32_1.jpg,32_1.provenance.json,0905f92f803dbdfc0462bd0d50d0c3ad25d68abd8db910b6a01f157453c700b2,5f28bc6bce13d152f75f1b98723cfb366bfcd010b2d46de8ddc52b996cc77abf,a4c870ae2508c1624221b4fdaa057bc7ba7f39a3f9f3caad6660c99a6eb74c77,53678,7,6,GON+,GON-,6.40,6.41,32_1.jpg,tampered_32_1.jpg,78bfb5b92c124e0d84c0e2801723623fd4bc07fd77483e9f5df73fd8a85b3b7c,006b39584673a233d4f782a2fae91bcb60bc35c1225c968bd46dfb71be0e3adc,3f68cefa0e796f231162c9b71a682e05892c69c347317aa885940328e776a0ba
83,32_2.jpg,32_2.provenance.json,ee65ad67d77451bab8b1c339b8c4ab7d8625976d72a75243542ff173379b115f,0ff264bf518e40e9733764dd021ed8f11caf228ba394c0830f55337484a961c0,1fe7eecbfcd19f6e936629933e0bc1aa486369ff426001b71a278f39e22ea730,53962,184,185,GON+,GON-,4.84,4.85,32_2.jpg,tampered_32_2.jpg,e71666286dbb72c5c38ba787d8a1b195c3b9b2a535219df26888933def2623dd,52b53ed68f6181cd3222b84160c48904a2bbf03dd2165f6adfdd71f49d80820f,9107bc510dcd592ec4d4922ce5a7ce45a4cd5ecf15fdd3136f92c6b251d3f29a
84,33_0.jpg,33_0.provenance.json,0b5f51f1de63a6ee75bace21748af06f515a98f5cfc877412fd9d4af05a6106b,02f36eae3fa8a6541fb87e2c730f20277b562615caa08590a014c4ef366e066a,b218f1cce0b849be3a7687a2d21e352d9004a7268656b718e50a64a5a035ccb2,67463,172,173,GON+,GON-,6.13,6.14,33_0.jpg,tampered_33_0.jpg,2363a9a4e44bd02bc01bbb2e6cdb7ee76674f5c129979fc94123fbddc3fa1346,014ee360ab97721235e54d09d8a6d6bffbd885d3c99606b60a1463ccf8a96373,7cc82fea0ce0fa5d5ef917023827de11229217d3430bd30931961ef73111d2e8
85,33_1.jpg,33_1.provenance.json,a29667ba8bd87498b473f676470b8f5bf80c983431e9ab5a4110bd59ed0c46bc,8d3958b6e87a8916648643bbbdc81136fd0d43ef1cd463ed2d733e4f8c87fcf5,cd5e0273f92f3ea099059b654b8de4b5b3e91dd8d70aaaa38cd44ff360c6f10e,68522,75,74,GON+,GON-,6.35,6.36,33_1.jpg,tampered_33_1.jpg,854ce045d6a41d64096e7e345cc097a80fa7d3211a83b7d2563369389b9a5fcf,7abce43e32ee10e571024dd43991ea486b06d4cdac3a55b2428cef29fb39bc8a,cceb88810fb4cc4b833dfbee8886f39a530a2967c2638331b30865fd7feaa16a
86,34_0.jpg,34_0.provenance.json,14a46322073daacaa2add2a4919c669f4f9539e30036b71779efac52bf1eac9e,79c036f0829586e962634eea0b065a967a7442b4c4c2cf8455c7d6ea6e96f340,68843eb9900c724a98d98c95edb553a923d82a736d06029478d5c58683265c77,60585,213,212,GON+,GON-,5.59,5.60,34_0.jpg,tampered_34_0.jpg,bb8edcc1c38082c7c23256402575b43e7bc2f5ad1cc8428c4cc297cb270b18d7,bd8f63db6d7a913febb271a0fad746171068e6593516c76f4153abd8324fac50,3fef4d880e94d2c65962d4069a616594f97879d234d5c63b2ad6dca935daadba
